TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],Ref (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
91000,-119210,1192100,-1549730,2801435,4768400,4768400,-894075,-1192100,1072890,298025,3278275,655655,774865,1668940,-774865,715260,2801435,1311310,2086175,1013285,536445,1609335,2503410,5006820,-59605,11980605,1788150,1668940,894075,1847755,1788150,1132495,1192100,596050,2205385,1907360,2622620,3576300,2741830,3635905,2861040,2563015,-238420,-238420,2682225,1251705,596050,2384200,2384200,1668940,1251705,-119210,2324595,1072890,1013285,2861040,1072890,1907360,2741830,1549730
91100,-774865,-417235,2861040,6377735,1072890,715260,476840,-4470375,-536445,-715260,0,-834470,-2086175,1728545,-1251705,-3516695,-536445,-476840,894075,-1072890,-1370915,-298025,-1430520,357630,1192100,1072890,-1728545,1013285,-953680,2145780,-357630,-476840,-5900895,-834470,-536445,-298025,894075,536445,1192100,1370915,834470,-2443805,-59605,-3039855,-1311310,0,-1668940,2503410,-894075,715260,-2086175,-1668940,-238420,1788150,-59605,2145780,-1013285,119210,-1192100,774865
91200,1013285,655655,357630,-834470,-1072890,1668940,-1013285,-7271810,1549730,476840,1907360,2622620,1490125,715260,-1788150,-1728545,417235,3695510,1966965,-476840,834470,-1609335,2026570,-417235,2205385,7867860,774865,1072890,1132495,1192100,1668940,-357630,59605,-834470,-894075,1311310,3635905,2861040,-953680,2205385,-536445,-476840,774865,-238420,774865,2741830,-59605,2980250,2086175,1490125,238420,1251705,178815,-357630,-1430520,774865,1668940,2384200,-357630,-417235
91300,3099460,1788150,2622620,238420,4768400,4947215,1072890,2503410,3516695,3933930,2801435,3516695,2920645,1609335,-417235,1966965,2443805,2026570,2861040,1430520,2503410,1668940,3159065,536445,5662475,11682580,2801435,3397485,2920645,3278275,2801435,4231955,4291560,1430520,715260,2801435,2205385,1668940,1192100,3993535,-1370915,-536445,2026570,3159065,1192100,2563015,2384200,2622620,4112745,2145780,3635905,1430520,2622620,1072890,357630,1311310,3933930,3457090,1549730,2026570
91400,357630,655655,834470,5662475,2741830,3635905,2563015,119210,1072890,2920645,476840,1370915,1788150,1192100,0,2324595,4112745,1490125,4112745,2264990,894075,-2145780,1788150,596050,4053140,16093350,1609335,-953680,2861040,1788150,119210,1966965,-774865,1728545,2861040,2861040,2086175,2264990,1430520,1609335,-119210,1192100,1192100,1668940,119210,-357630,1609335,1728545,1370915,2682225,1668940,1728545,2741830,1251705,2503410,-119210,4172350,3218670,1192100,-238420
91500,-1847755,-655655,238420,2980250,-1907360,1847755,-298025,-894075,1132495,-834470,-596050,-715260,476840,-178815,-2026570,715260,119210,3635905,2563015,536445,-2503410,-3039855,1668940,357630,1430520,17225845,298025,-953680,-894075,4112745,1549730,178815,-1728545,178815,536445,-2324595,-1370915,-357630,596050,-953680,-1907360,-2026570,834470,-1251705,-1370915,119210,59605,357630,-476840,2741830,0,-119210,238420,2145780,-1370915,-1609335,417235,178815,-59605,-357630
91600,-1072890,357630,6318130,-3337880,-953680,3099460,-2920645,11146135,1430520,476840,1609335,-1192100,0,-119210,-1311310,-1192100,1549730,3218670,1966965,476840,-3874325,-476840,1609335,-834470,-2622620,12874680,1907360,774865,1847755,2026570,-774865,-178815,-476840,774865,1072890,953680,715260,-357630,894075,119210,655655,-1013285,953680,-834470,1251705,-298025,178815,2384200,-417235,3457090,1013285,357630,834470,1549730,298025,-59605,1430520,-119210,2920645,-476840
91700,-1668940,476840,5483660,3278275,-178815,-298025,-2563015,4410770,2622620,3337880,1132495,1430520,1370915,59605,-774865,59605,3874325,3695510,119210,-476840,0,953680,-655655,-1311310,2145780,33378800,1847755,-417235,-715260,2443805,-1668940,417235,1072890,2980250,-774865,-417235,-59605,0,2980250,953680,-178815,178815,-536445,-1966965,1013285,238420,2145780,1132495,-298025,2145780,1430520,1013285,1847755,2741830,3039855,1430520,-953680,-953680,3337880,1847755
91800,-476840,715260,894075,-1251705,2205385,-1668940,-1788150,-1311310,4053140,1490125,2145780,2622620,2503410,1847755,178815,2086175,1311310,417235,1430520,-894075,894075,-238420,476840,-4053140,1788150,21457800,0,953680,-59605,596050,2682225,1132495,1728545,1907360,-715260,-2205385,1370915,3218670,4529980,2443805,-417235,-417235,-596050,894075,-655655,1549730,1907360,1013285,357630,3039855,4351165,1549730,2801435,1847755,2145780,894075,1251705,2801435,3397485,1549730
91900,-1251705,-4053140,-1847755,-1788150,-3337880,-2861040,-5602870,4828005,-1251705,-2205385,-3695510,-3576300,-5483660,-3457090,-1013285,1132495,417235,-2622620,-3397485,-4947215,-774865,-3576300,-3337880,-2741830,357630,7808255,-4410770,-2920645,-6139315,-2205385,298025,-1668940,-4649190,-1311310,-2086175,-5245240,-1668940,-2861040,59605,-953680,-3099460,-5185635,-834470,-655655,-5066425,-3695510,-3099460,-2980250,-2563015,-953680,-774865,-1668940,-1966965,-1966965,-715260,119210,-2563015,-1907360,-2980250,-4768400
92000,-2503410,-476840,-1013285,-2264990,-1370915,-2384200,-536445,12636260,-1490125,-1907360,-1788150,-119210,-4768400,-3576300,178815,1430520,-3337880,-1609335,-2861040,-1192100,-1072890,834470,-655655,59605,1549730,24080420,-3814720,-1490125,-59605,-894075,1907360,-3159065,-3337880,1490125,-894075,-1609335,-655655,834470,-2622620,-1788150,-2026570,-1251705,417235,-3874325,-1072890,-834470,-3635905,-2443805,-596050,-2026570,-1132495,1728545,-3039855,-536445,-357630,-834470,-3516695,-1430520,-1907360,-1430520
92100,-2205385,-2145780,-2741830,-3457090,-2384200,-1966965,-2920645,10609690,-1370915,-1490125,238420,-298025,-1549730,-4410770,1072890,-834470,-4589585,-3278275,-59605,-3993535,-2980250,-5543265,-953680,1132495,-59605,28312375,1251705,715260,238420,-2145780,-1728545,-1132495,-655655,2861040,-1728545,-1668940,59605,357630,-2801435,-298025,-2205385,-1668940,1251705,417235,-2026570,-1132495,-3576300,-2920645,-1251705,-298025,-3635905,417235,-2861040,-2026570,-1966965,-1370915,894075,-1013285,-1847755,-178815
92200,-1609335,-1132495,-536445,-2086175,-2801435,476840,-2503410,22530690,-1013285,417235,-596050,-715260,-536445,-3397485,596050,-834470,1728545,-3039855,-1728545,-2026570,-2264990,-3278275,-894075,2741830,-715260,24080420,3814720,2384200,-2086175,-1192100,-1013285,-596050,476840,2264990,-2205385,-1132495,536445,-715260,-834470,-1907360,0,-655655,1609335,417235,-298025,1013285,715260,-1013285,0,-417235,655655,357630,-1549730,119210,-476840,-1013285,2980250,536445,2026570,-476840
92300,-238420,774865,1132495,-3337880,0,-3039855,-2443805,16808610,-2324595,1430520,238420,-2324595,596050,-1013285,-774865,-2563015,1549730,-357630,1728545,655655,-596050,-1490125,-3218670,-417235,2324595,18835180,1311310,953680,-1668940,894075,1668940,536445,-3457090,-1192100,238420,-2145780,834470,238420,178815,-1013285,1609335,357630,-655655,-953680,-59605,834470,-4410770,536445,-298025,0,1966965,-1072890,-1966965,119210,1013285,-2801435,596050,-178815,536445,-1192100
92400,-31531045,-33021170,-29683290,-37193520,-31709860,-29027635,-30815785,-37849175,-36001420,-31113810,-31173415,-32723145,-29623685,-31888675,-1907360,-33974850,-29742895,-30577365,-32425120,-31471440,-31769465,-32842355,-32723145,-31531045,-32842355,-35286160,-30994600,-30219735,-32305910,-30219735,-31233020,-31590650,-33021170,-31829070,-31471440,-33438405,-32305910,-32365515,-29623685,-32723145,-30040920,-32246305,-31352230,-30458155,-31233020,-28312375,-30815785,-30219735,-31471440,-30338945,-32246305,-32067490,-31233020,-31531045,-28610400,-33438405,-30577365,-30458155,-32186700,-30994600
92500,-4529980,-4172350,-4112745,-4351165,-5126030,-2741830,-3993535,-14245595,-5066425,-3814720,-3397485,-4589585,-4172350,-7510230,59605,-2443805,-3159065,-3099460,-2384200,-4768400,-4589585,-4291560,-7987070,-5364450,-1847755,-23842000,-3695510,-4351165,-2741830,-4649190,-4112745,-4053140,-5722080,-3278275,-4112745,-3218670,-5722080,-3695510,-5066425,-4291560,-4231955,-6854575,-4410770,-3457090,-3933930,-2682225,-4589585,-3278275,-5543265,-3635905,-4887610,-5185635,-2503410,-5126030,-2384200,-6079710,-3755115,-4172350,-4291560,-4291560
92600,4589585,5483660,3218670,3039855,6079710,3159065,4887610,4291560,1251705,7271810,4947215,4291560,7867860,3218670,-417235,7927465,4172350,4410770,1549730,3337880,4112745,3993535,1609335,6914180,5602870,-15139670,4589585,4172350,4828005,5066425,6020105,5245240,3635905,5364450,4529980,4768400,2682225,3933930,4589585,6020105,3874325,6556550,4708795,5841290,2384200,4649190,4529980,4172350,6079710,3993535,3635905,5185635,6079710,4410770,4947215,1728545,5304845,4649190,6020105,2920645
92700,8463910,9059960,8165885,3159065,7987070,7033390,7689045,1609335,4708795,11086530,7391020,9119565,5662475,9775220,476840,7629440,7092995,4351165,5185635,6496945,4708795,6973785,5841290,9238775,8106280,-10311665,8702330,8642725,10132850,7510230,8165885,9059960,4589585,6198920,5602870,6675760,6020105,5900895,4947215,6377735,7927465,6258525,6794970,5900895,7748650,7867860,7510230,5781685,7927465,7152600,7629440,7629440,8583120,6735365,5900895,6079710,5066425,7331415,5543265,7391020
92800,-4112745,-2086175,-2622620,-14960855,-3457090,-5304845,-2384200,3397485,-4231955,-1490125,-3457090,-3516695,-3397485,-2861040,-774865,-6496945,-4947215,-2264990,-5424055,-1788150,-8583120,-2026570,-5424055,-3397485,-4947215,-11742185,-3099460,-3695510,-238420,-5543265,-4708795,-1728545,-1966965,-3159065,-2920645,-5245240,-2563015,-6198920,-2264990,-2622620,-2145780,-4291560,-3457090,-4589585,-2563015,-3457090,-3099460,-2920645,-3933930,-4172350,-5781685,-4589585,-2741830,-4529980,-5722080,-3993535,-2026570,-2861040,-2861040,-5066425
92900,59605,4351165,2622620,-2443805,1013285,2741830,3397485,10013640,1966965,5006820,536445,3874325,5245240,2563015,536445,1251705,1728545,3039855,1013285,4112745,-1251705,3516695,1609335,2801435,3755115,-21159775,1430520,2980250,2443805,3457090,3516695,3218670,3695510,1251705,894075,119210,3933930,1192100,2443805,1192100,4291560,4828005,3099460,1370915,2384200,1251705,2384200,3218670,1013285,2503410,4291560,1847755,655655,1549730,1192100,4351165,3695510,2741830,2920645,2682225
93000,4112745,4172350,3755115,2324595,3814720,4649190,5185635,7152600,6437340,5185635,1192100,3099460,5900895,4708795,-1847755,2384200,2086175,6318130,2324595,6675760,1728545,5483660,5543265,3218670,5006820,298025,5245240,6198920,3337880,5006820,4410770,3933930,4529980,3516695,3755115,3278275,2443805,5185635,774865,2384200,5066425,4828005,4470375,2801435,4053140,2622620,3516695,3278275,5185635,6735365,5781685,4529980,3874325,3337880,4649190,4231955,1847755,6020105,5960500,3814720
93100,-536445,-1847755,-1668940,-3695510,-59605,2503410,476840,6139315,3397485,-1847755,-1013285,-1788150,-298025,774865,-357630,-2264990,-119210,1490125,1132495,2622620,1311310,298025,-2264990,-1907360,-476840,8642725,2384200,1311310,-59605,1251705,1013285,-2384200,-2086175,2563015,1132495,655655,238420,-1192100,-4589585,-1907360,1192100,-1311310,-178815,536445,953680,178815,774865,-596050,1847755,2443805,-298025,-1251705,2086175,596050,655655,2503410,-894075,655655,1490125,238420
93200,-10728900,-9179170,-8761935,-16868215,-10192455,-9477195,-8046675,-3159065,-7927465,-11086530,-9357985,-9954035,-7927465,-9119565,-2920645,-11086530,-10252060,-12874680,-7808255,-9596405,-7927465,-14662830,-12219025,-11503765,-13470730,-20504120,-7510230,-8702330,-8165885,-7927465,-8583120,-10192455,-11503765,-9298380,-10967320,-10252060,-11563370,-11205740,-11146135,-10728900,-10073245,-11146135,-9179170,-9000355,-10252060,-8940750,-9357985,-9059960,-12219025,-10550085,-10013640,-10371270,-8344700,-10907715,-9179170,-9477195,-11026925,-8285095,-7867860,-10669295
93300,1251705,1192100,-2145780,-4649190,-1847755,894075,0,8046675,-1430520,715260,59605,-1490125,1847755,5185635,-1907360,-476840,-1907360,-2920645,1192100,59605,-238420,-4828005,-1728545,2205385,715260,-21815430,238420,1430520,119210,2205385,2145780,715260,-1549730,-1907360,-774865,-2563015,1907360,1251705,1609335,59605,1788150,-1013285,-1370915,0,834470,-238420,-2741830,-298025,-1311310,894075,715260,298025,-119210,-1370915,-774865,238420,715260,-119210,3337880,-476840
93400,3814720,3576300,5841290,1549730,5126030,9775220,5722080,25332125,3695510,7748650,5126030,5066425,3397485,11980605,-1072890,5722080,6377735,5006820,2741830,5781685,4172350,4947215,1430520,3337880,10907715,-5483660,6079710,5960500,3516695,7212205,7689045,6854575,5960500,2324595,7629440,6377735,6854575,8523515,7748650,5126030,9000355,6556550,6973785,8165885,7450625,7629440,5304845,5960500,6139315,8165885,5126030,6318130,3397485,6437340,5960500,5185635,6854575,5841290,9477195,5364450
93500,5662475,3218670,7748650,-1788150,4410770,4768400,2264990,15080065,1072890,4112745,2026570,3159065,3993535,6139315,-655655,6377735,2920645,2324595,3159065,3337880,1907360,3457090,715260,5245240,7510230,4947215,2145780,3099460,2682225,7867860,5185635,2622620,2861040,1132495,4410770,3814720,4828005,4410770,4410770,5066425,5126030,5066425,5781685,4231955,4947215,3755115,5364450,5245240,4947215,5185635,4529980,2324595,1966965,4112745,4231955,2682225,3874325,3635905,6020105,4410770
93600,4112745,3039855,1609335,-2086175,3218670,3814720,-238420,14603225,357630,1132495,-119210,1907360,1311310,1192100,-1311310,2682225,3516695,1370915,3159065,-596050,-238420,3039855,3516695,4947215,3039855,25153310,2026570,1847755,-1072890,3874325,59605,2384200,3397485,1788150,596050,2205385,2443805,715260,3039855,2741830,3218670,1370915,3755115,-1847755,2086175,1847755,774865,2205385,3814720,2563015,1192100,1490125,1132495,1966965,596050,-298025,1728545,298025,4589585,1907360
93700,6318130,4649190,7748650,-4410770,6079710,1847755,6198920,9477195,5245240,4708795,3516695,5602870,4887610,6258525,-476840,3278275,2503410,8285095,5304845,4828005,4291560,2622620,3993535,3516695,4291560,19490835,4828005,5066425,4291560,3218670,3457090,7867860,3218670,6020105,6139315,4291560,4112745,536445,4708795,3933930,5304845,5364450,7152600,3039855,3039855,6973785,3635905,4351165,5900895,5424055,3516695,3755115,6794970,7569835,3099460,4291560,3099460,3337880,3576300,8285095
93800,1251705,-1549730,2086175,-3933930,357630,834470,1549730,4112745,-1728545,-178815,1549730,2622620,1490125,1609335,-417235,-655655,-238420,655655,-1549730,2980250,2205385,0,1668940,2741830,5483660,22828715,596050,2503410,1430520,357630,2682225,4410770,1907360,-178815,536445,2145780,2563015,3755115,536445,2086175,357630,3159065,1192100,3039855,1609335,2324595,2324595,1370915,2384200,1847755,119210,834470,596050,4231955,1132495,-357630,-596050,-1072890,1847755,1013285
93900,-5483660,-7152600,-6318130,-8583120,-5900895,-5006820,-5424055,-16033745,-3635905,-8285095,-4351165,-4470375,-3218670,-4470375,-1490125,-4291560,-834470,-8225490,-6318130,-6139315,-5543265,-6556550,-5781685,-4231955,1132495,10669295,-6318130,-2741830,-2324595,-4768400,-3516695,-3039855,-6735365,-3933930,-7748650,-3457090,-5245240,-2980250,-6914180,-4112745,-7092995,-5543265,-8344700,-4172350,-3516695,-6377735,-6616155,-4768400,-5543265,-5245240,-8046675,-7391020,-6198920,-4649190,-6914180,-7510230,-5722080,-7331415,-6496945,-5185635
94000,834470,357630,-178815,1251705,238420,-1728545,1370915,-5602870,0,655655,2264990,2682225,1788150,2026570,178815,119210,2741830,1192100,-774865,-1847755,1072890,-5304845,774865,715260,-119210,13649545,178815,774865,-357630,2324595,0,-536445,-1490125,-476840,-774865,-298025,-774865,-1430520,119210,119210,-357630,-1251705,-1370915,2026570,-2443805,-417235,357630,-1072890,357630,357630,-1072890,-1013285,1370915,-1788150,-1072890,-298025,119210,298025,715260,1907360
94100,596050,1728545,1490125,1192100,4291560,417235,894075,1430520,-1370915,3159065,1311310,1490125,-536445,357630,298025,2086175,-834470,-953680,834470,119210,1370915,-3159065,1132495,238420,2563015,12517050,1251705,2920645,2920645,-1609335,3755115,-238420,4351165,-4053140,-476840,-536445,1132495,-596050,774865,596050,894075,-476840,1192100,1430520,-774865,536445,1311310,1490125,298025,2324595,2086175,-59605,1072890,2503410,1311310,1132495,-1251705,2741830,-596050,178815
94200,1549730,2861040,1430520,3099460,4828005,3635905,2801435,14364805,1311310,1490125,1847755,2443805,2801435,238420,0,655655,953680,298025,-298025,-178815,-1013285,1370915,-2563015,774865,7450625,18179525,2503410,2563015,4291560,238420,-357630,-119210,2503410,953680,1549730,119210,3278275,655655,4470375,59605,1132495,2026570,238420,834470,1370915,1788150,2563015,238420,1728545,2622620,2324595,238420,-357630,2205385,2145780,2205385,417235,2503410,3814720,3755115
94300,3159065,4410770,238420,-1192100,2384200,3635905,2920645,7450625,655655,-596050,-178815,3397485,3457090,536445,-894075,1132495,2622620,2324595,2443805,1728545,2682225,-417235,-4291560,2682225,5066425,17881500,1430520,1311310,3457090,3516695,1788150,2682225,953680,3039855,2145780,536445,5126030,834470,4053140,1966965,417235,2205385,2086175,1907360,2324595,1370915,2741830,-476840,3099460,2086175,3159065,1251705,2920645,4649190,2682225,2682225,2861040,2026570,2443805,1549730
94400,357630,2741830,1490125,3218670,2443805,2682225,-2324595,-8881145,-119210,-59605,-2324595,1847755,2563015,-119210,-1549730,1847755,1549730,-1788150,1609335,238420,655655,-59605,-2741830,-2622620,2026570,10490480,-1192100,536445,2384200,-596050,-119210,2264990,1132495,298025,119210,-2086175,774865,1907360,774865,-1192100,1251705,3337880,1430520,476840,178815,1311310,1728545,894075,357630,238420,1609335,-1907360,-1788150,1192100,357630,178815,2086175,-417235,894075,238420
94500,-3755115,-3576300,-5185635,-8583120,-1609335,-2563015,-6198920,-6794970,-2563015,-5602870,-3039855,-1311310,-655655,-2980250,715260,-3397485,-4231955,-3159065,-2443805,-5304845,-3397485,-1966965,-894075,-4351165,-2741830,8106280,-2861040,-1847755,-2026570,-2563015,-1132495,-1013285,-3635905,-2861040,-1609335,-2920645,-1966965,-3278275,-3457090,-3397485,-3933930,-3218670,-1370915,-4768400,-596050,-3755115,-715260,-1192100,-834470,-4768400,-3099460,-2920645,-1311310,-2861040,-2086175,-4589585,-2861040,-59605,-2205385,-59605
94600,-4649190,-4828005,-7391020,119210,-2622620,-2205385,-8106280,-5781685,-3516695,-4291560,-5424055,-2086175,-3874325,-1251705,2324595,-1370915,-6556550,-4053140,-5900895,-5245240,-6020105,-4529980,-4053140,-5543265,-2920645,8106280,-3218670,-2384200,-1788150,-4708795,-2384200,-3397485,-3159065,-1907360,-4708795,-2503410,-2682225,-6079710,-4172350,-3457090,-4231955,-4529980,-3933930,-5841290,-3099460,-5543265,-5722080,-3635905,-1013285,-5781685,-3099460,-4351165,-1132495,-4231955,-2205385,-4112745,-3457090,-2980250,-3576300,-3814720
94700,596050,1072890,2622620,-8881145,3159065,1847755,-3814720,12040210,2384200,1907360,-238420,-298025,2264990,2563015,2443805,-953680,-536445,-1788150,-417235,238420,2443805,1311310,1847755,3278275,1132495,19908070,2026570,834470,1847755,-1013285,-59605,1847755,298025,2503410,-59605,-357630,-119210,1668940,894075,-417235,894075,2443805,1072890,834470,1311310,-417235,-1192100,1788150,1251705,-596050,1192100,119210,476840,655655,715260,1251705,1072890,1847755,-298025,-476840
94800,178815,-1966965,-417235,-12278630,-1132495,-2205385,2563015,5304845,-2205385,-1072890,-1847755,-2324595,-1549730,-2980250,476840,-2861040,-1072890,1430520,-2861040,-536445,-2443805,-1728545,953680,-178815,-1370915,12397840,-2145780,-2980250,-1490125,-3874325,-894075,-953680,0,-1490125,-178815,-1013285,1132495,-2384200,-2264990,-2026570,-1013285,-1966965,119210,-2145780,-894075,-834470,-1728545,-774865,-357630,-2264990,-953680,59605,-3218670,-298025,-1966965,-1728545,-178815,-1728545,-1013285,-4529980
