TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],Ref (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
47400,5424055,5483660,178815,17702685,2682225,715260,-476840,8463910,1907360,1192100,-3576300,2086175,834470,2503410,-596050,1728545,1668940,4410770,1311310,2920645,5543265,1013285,1907360,1549730,1728545,17881500,3933930,1192100,1192100,357630,715260,953680,1192100,1311310,596050,2801435,2205385,2861040,-417235,1609335,1132495,1788150,2682225,3933930,1847755,2682225,-238420,1490125,0,119210,1370915,1728545,715260,3695510,596050,417235,2026570,2086175,0,1072890
47500,-3874325,-3695510,-4231955,119210,-1907360,-4231955,-1609335,417235,-2205385,-4053140,-1490125,-3755115,-4470375,-4291560,-476840,-3159065,-3635905,0,238420,-2086175,-238420,-596050,-2920645,-2145780,-3099460,7152600,-2443805,-2503410,-3457090,-3159065,-2264990,-6020105,-1728545,-1251705,-4589585,-3457090,-2264990,-3576300,-4112745,-4529980,-2503410,-1072890,-2384200,-3218670,-3576300,-3695510,-3755115,-1192100,-2741830,-5304845,-2026570,-2145780,-4887610,-1311310,-3814720,-3159065,-4470375,-1966965,-5245240,-4589585
47600,178815,-1788150,-2920645,1609335,-298025,-2264990,-357630,-18000710,178815,-1788150,357630,-596050,-1132495,-2443805,417235,-2026570,1370915,3337880,-596050,1192100,834470,-1847755,-1966965,3933930,715260,3516695,417235,-1907360,2264990,-476840,-2503410,-1609335,-417235,-119210,-2026570,-1013285,-1072890,-2086175,-1132495,-655655,-417235,-1192100,1609335,-1788150,-1490125,-4053140,-894075,1251705,-1370915,-536445,-417235,-4172350,59605,-1788150,-1192100,-2980250,-1728545,-59605,298025,1668940
47700,6616155,6139315,3576300,6854575,8046675,7271810,2264990,13887965,3397485,3397485,4053140,2861040,5662475,4589585,536445,4887610,6496945,8702330,4112745,4112745,7748650,7510230,6914180,8463910,4649190,11921000,7271810,4172350,6198920,7033390,5602870,5781685,7152600,4410770,5424055,6794970,5543265,6258525,5126030,5662475,3516695,4112745,8523515,3099460,4410770,6020105,5126030,7271810,3337880,5483660,5066425,4529980,5304845,5662475,6079710,5781685,3635905,4947215,8225490,5900895
47800,-3278275,-3933930,-2741830,-8404305,-3457090,-2801435,-4649190,11503765,-4231955,-5185635,-4947215,-5781685,-2145780,-3457090,-1370915,-5900895,-2026570,-178815,-6318130,-3397485,-3755115,-2145780,-1907360,-4768400,-7629440,14066780,-2682225,-298025,-3337880,-3874325,-357630,-1609335,-2503410,-3695510,-4231955,-2861040,-2503410,-6258525,-3159065,-1430520,-1072890,-3874325,-1668940,-3576300,-5006820,-3159065,-3755115,-3635905,-3218670,-5483660,-5066425,-3159065,-4291560,-2086175,-3933930,-1788150,-2801435,-2145780,-2741830,-4231955
47900,2682225,1907360,2324595,-4410770,1072890,2682225,1370915,9477195,3039855,1430520,1966965,834470,3516695,4231955,715260,1490125,4231955,3457090,119210,3099460,1847755,4112745,3159065,1609335,5126030,10669295,1192100,2086175,-238420,1966965,3933930,1251705,2264990,2503410,3218670,2801435,2801435,-1788150,2741830,2503410,2503410,1430520,2324595,1728545,2324595,476840,2622620,238420,1907360,2861040,1192100,1311310,1728545,3039855,1847755,1966965,2026570,2086175,1490125,1192100
48000,4112745,6079710,7152600,10907715,3457090,5006820,3695510,4708795,1966965,3933930,2026570,3278275,4768400,2980250,1490125,1847755,4410770,3755115,1370915,6020105,4887610,4649190,4649190,3099460,6496945,24616865,2026570,1728545,1728545,3993535,5960500,-774865,3874325,3993535,3874325,1549730,5304845,655655,1013285,3933930,715260,3635905,4291560,1907360,3755115,834470,4053140,1966965,1966965,2264990,894075,1370915,2563015,3397485,953680,3099460,1311310,4649190,3576300,2563015
48100,-3516695,-3099460,-5543265,-5722080,-3993535,-4768400,-6139315,894075,-4112745,-5662475,-5722080,-3695510,-4291560,-3039855,-655655,-4112745,-3635905,-3814720,-4828005,-2801435,-1072890,-6735365,-536445,-4708795,-6496945,9656010,-4768400,-2741830,-3933930,-3516695,-2205385,-4947215,-6616155,-6854575,-5304845,-3516695,-3218670,-5006820,-7092995,-3337880,-3337880,-3576300,-2920645,-4172350,-3576300,-5185635,-4172350,-4470375,-6556550,-5006820,-5722080,-5900895,-5066425,-4470375,-5662475,-3159065,-5483660,-2205385,-6198920,-3039855
48200,-4112745,-476840,-2980250,-2622620,-1430520,-3278275,-3814720,-4828005,-2324595,-2443805,-3457090,-2145780,-2861040,-2563015,-1013285,-3695510,-536445,1430520,-1728545,-2682225,-1966965,-536445,-1728545,-1728545,-4649190,16927820,-2384200,-2205385,-2503410,-1788150,-2384200,-3933930,-4231955,-5722080,-1192100,-1907360,-1192100,-2443805,-536445,-1609335,-1192100,-1549730,1072890,-655655,-3337880,-2920645,-1132495,-59605,-1013285,-1728545,-1549730,-1966965,-1609335,-3814720,-4887610,-774865,-2324595,-2205385,-4231955,-2801435
48300,-1490125,715260,357630,1430520,2026570,1311310,-596050,-3278275,1847755,-476840,-238420,536445,-1132495,-894075,238420,-298025,-536445,4410770,774865,-1728545,-596050,1966965,1668940,4649190,-1370915,2264990,-2801435,-59605,-1251705,178815,-1788150,-1847755,953680,-3755115,953680,2026570,357630,-536445,1370915,834470,-1132495,0,1609335,2324595,-1847755,-774865,536445,1847755,119210,774865,1013285,1728545,-774865,298025,-2324595,774865,1430520,-119210,178815,-536445
48400,-59605,-2622620,-178815,596050,178815,953680,-2264990,-2920645,-476840,-119210,-655655,-59605,1788150,2264990,-2086175,-1907360,1072890,2324595,1847755,596050,119210,1013285,417235,4112745,-4351165,14185990,-1907360,-3218670,-1251705,357630,-1907360,-2145780,-834470,-1490125,894075,476840,-298025,-596050,-1847755,-1728545,-1847755,-953680,2563015,1549730,1549730,1072890,-298025,-417235,417235,1788150,-59605,-1192100,596050,1847755,834470,-1609335,1251705,0,-953680,715260
48500,-12576655,-14543620,-11921000,-8702330,-14245595,-13232310,-14424410,-19610045,-15497300,-15020460,-13709150,-14484015,-11980605,-13947570,-357630,-14543620,-11324950,-14782040,-14007175,-13947570,-14007175,-12576655,-12755470,-13351520,-14722435,-3695510,-13947570,-15080065,-16689400,-14185990,-13947570,-17225845,-15974140,-16510585,-15080065,-13649545,-12517050,-15139670,-14364805,-16033745,-14722435,-15258880,-13053495,-14543620,-11324950,-11622975,-13470730,-14901250,-14543620,-14960855,-15676115,-18000710,-13947570,-12576655,-13828360,-14245595,-14841645,-16212560,-15676115,-14543620
48600,-17583475,-17702685,-13113100,-14185990,-17821895,-15854930,-16808610,-27656720,-19252415,-17941105,-18775575,-20921355,-17047030,-17285450,-1370915,-14543620,-14722435,-14901250,-15556905,-15437695,-19908070,-16033745,-17285450,-16391375,-20682935,-39041275,-14305200,-15318485,-18596760,-14722435,-17643080,-19967675,-16152955,-15854930,-16868215,-16331770,-15199275,-15437695,-16749005,-15556905,-16570190,-15378090,-15378090,-18119920,-17106635,-15616510,-15854930,-14662830,-16510585,-18239130,-17583475,-16749005,-18000710,-15258880,-16987425,-18835180,-16927820,-20682935,-16927820,-15318485
48700,3695510,3993535,2264990,12815075,3874325,2741830,4112745,-11265345,3933930,2861040,5424055,3278275,5006820,4887610,-238420,5781685,4887610,3159065,5185635,7569835,1728545,4768400,4172350,7092995,894075,-16450980,5602870,2861040,3337880,5066425,2205385,2682225,1609335,6258525,2205385,3755115,4231955,2861040,2563015,3218670,4231955,6139315,5126030,2026570,5662475,4649190,2980250,5245240,2741830,476840,2384200,5781685,4112745,3337880,2861040,4410770,3635905,3516695,4112745,4351165
48800,5126030,6258525,5126030,8106280,5483660,2443805,7510230,3457090,4351165,2443805,6437340,3695510,4828005,3814720,1311310,4351165,5483660,6794970,5424055,5126030,9715615,3635905,4410770,4887610,3397485,-26106990,4828005,4053140,5304845,5662475,3278275,3874325,2205385,5483660,5006820,5781685,5662475,6675760,7092995,4887610,5781685,5126030,3635905,4828005,4410770,3099460,6198920,4291560,3337880,1788150,5006820,2861040,4828005,6198920,2622620,3576300,5364450,4291560,3755115,6675760
48900,3516695,596050,2741830,-834470,2801435,4410770,3755115,9775220,476840,3933930,2086175,2861040,-238420,-1490125,2205385,834470,1847755,1609335,6198920,-1370915,2145780,119210,3933930,4470375,-476840,-12576655,1370915,3635905,1192100,3516695,1132495,0,2324595,2264990,2741830,1788150,3457090,1072890,3993535,3159065,3099460,3814720,2086175,536445,298025,1132495,1788150,894075,774865,1013285,1370915,1490125,1788150,774865,-357630,1966965,2920645,536445,715260,1430520
49000,7510230,1847755,3695510,8523515,6616155,7331415,5841290,7033390,4351165,5185635,5066425,3874325,2682225,3218670,2861040,4172350,4291560,4768400,4291560,5066425,3457090,4112745,4649190,6675760,3457090,-4768400,5006820,4351165,4231955,1072890,5364450,3635905,4291560,1430520,4172350,5245240,5781685,1847755,2443805,4649190,4172350,4410770,3755115,2026570,4172350,3099460,4231955,2145780,1668940,3457090,3516695,2622620,7212205,2264990,2920645,4291560,1549730,4410770,7092995,1966965
49100,-8523515,-9536800,-9834825,-5960500,-9536800,-9417590,-8344700,-59605,-10848110,-11563370,-10132850,-12934285,-9715615,-12338235,1728545,-11801790,-8285095,-11324950,-10788505,-7510230,-8761935,-6675760,-8702330,-9059960,-12457445,-29206450,-11086530,-9894430,-11265345,-13828360,-9417590,-10788505,-12397840,-12040210,-10132850,-7569835,-8225490,-9357985,-9000355,-11265345,-9477195,-12099815,-11324950,-14841645,-9656010,-11563370,-8702330,-11324950,-10669295,-10132850,-11205740,-11146135,-10728900,-10669295,-11265345,-12457445,-12338235,-8940750,-9179170,-12815075
49200,-10550085,-12099815,-7510230,-17702685,-9298380,-5185635,-6616155,-22351875,-9656010,-11444160,-8583120,-8463910,-9596405,-13768755,238420,-14662830,-8165885,-10669295,-9417590,-11503765,-8285095,-8404305,-8523515,-6854575,-10967320,-54717390,-8642725,-10848110,-12457445,-9357985,-10430875,-12099815,-12636260,-11026925,-9119565,-9477195,-11205740,-11861395,-8940750,-11384555,-8940750,-13172705,-10967320,-11921000,-9536800,-11026925,-8940750,-10609690,-11265345,-11921000,-9894430,-14722435,-8940750,-10073245,-11324950,-9954035,-11265345,-7808255,-7033390,-11563370
49300,3159065,3516695,7808255,-2741830,3159065,9834825,4291560,-10430875,2682225,4470375,5483660,4589585,3576300,4351165,59605,4231955,10013640,7450625,7033390,4947215,6735365,7510230,5781685,8106280,5543265,-30875390,5066425,7092995,4053140,5543265,4529980,6258525,5960500,3576300,5304845,3874325,2026570,4887610,2563015,6496945,3874325,4112745,2682225,2026570,4649190,3695510,6318130,3099460,3099460,3039855,3933930,3218670,2980250,3635905,2861040,2205385,2563015,4708795,8583120,3039855
49400,6437340,8165885,7092995,8344700,8285095,10252060,8344700,2324595,4947215,8761935,7748650,7629440,7092995,8881145,894075,7510230,6854575,7271810,8523515,7212205,13470730,11503765,9894430,8046675,10609690,-8225490,7569835,10669295,8285095,6973785,9954035,7212205,7629440,8225490,6258525,5900895,6198920,4351165,6675760,7510230,8344700,7629440,5900895,5602870,6437340,5245240,10669295,7569835,7748650,7867860,6556550,5781685,4231955,5900895,6496945,7450625,8821540,6020105,8106280,6735365
49500,5722080,6437340,8165885,9894430,6854575,9954035,7569835,11503765,3814720,9417590,5662475,4947215,4768400,6079710,-1132495,7748650,7808255,9298380,9357985,7331415,7092995,8046675,6616155,6079710,10550085,-19729255,6735365,9775220,7391020,5126030,6377735,7629440,6258525,6496945,5483660,6973785,8344700,4947215,4529980,6914180,6914180,7450625,8225490,4828005,4947215,7092995,6377735,6198920,7212205,6318130,4708795,6735365,6616155,6258525,5126030,8165885,6020105,9238775,9656010,5126030
49600,9417590,5126030,10788505,12874680,4708795,6020105,4410770,15139670,8225490,7987070,7391020,5066425,8106280,6675760,-774865,6973785,5781685,10728900,9000355,7152600,6854575,7450625,6258525,8523515,9477195,-9596405,6079710,6496945,8583120,6437340,6139315,8046675,5483660,6079710,7033390,4828005,10132850,8761935,6735365,6735365,8165885,4231955,6794970,5543265,6854575,7391020,7987070,6675760,6973785,7271810,7271810,6616155,6973785,6258525,8344700,6020105,5245240,6079710,8761935,6079710
49700,2920645,-119210,1728545,1668940,-357630,-655655,-536445,-3099460,1668940,2682225,4053140,-59605,-834470,-655655,-1430520,178815,536445,4887610,-715260,-953680,-953680,-774865,3039855,715260,715260,-2741830,715260,357630,2145780,1311310,3278275,715260,-1788150,119210,1430520,3218670,1132495,3755115,834470,715260,-655655,238420,-1251705,1072890,1490125,-1370915,-119210,715260,655655,59605,178815,-834470,953680,59605,476840,417235,-834470,1668940,1966965,-774865
49800,4291560,3933930,5126030,7391020,7212205,4410770,6854575,-596050,3933930,5960500,5781685,2205385,3576300,4053140,655655,3874325,4649190,7808255,2563015,3755115,2324595,4887610,4529980,4053140,4589585,6616155,4291560,4828005,3933930,4768400,4112745,3635905,3218670,3218670,4172350,2861040,2264990,3874325,1072890,4828005,1251705,5900895,-178815,-536445,2503410,3099460,2682225,2086175,3695510,3755115,178815,2503410,1251705,1728545,1192100,2205385,3039855,4410770,3397485,5364450
49900,298025,4351165,2086175,5841290,4172350,1609335,5066425,-298025,2920645,2563015,298025,4708795,2801435,2503410,238420,1430520,5662475,3814720,6020105,2503410,2026570,2086175,5066425,4291560,5006820,15139670,834470,2563015,1549730,1192100,1311310,2920645,4589585,4470375,1132495,3457090,2741830,3397485,1847755,1907360,3218670,5245240,2741830,1132495,1072890,3695510,834470,1490125,2563015,59605,774865,2145780,834470,1728545,1192100,1966965,3933930,3397485,3695510,2145780
50000,4589585,2980250,953680,9179170,4231955,-417235,238420,-5424055,1668940,3933930,5424055,1609335,3397485,5543265,-1072890,2205385,3516695,3457090,3874325,4947215,0,4768400,4410770,3695510,3755115,7212205,2086175,1847755,3218670,2205385,178815,3814720,3695510,3516695,2861040,5126030,2384200,5126030,3874325,3278275,4172350,5483660,4768400,3874325,2980250,3695510,1907360,3576300,5006820,834470,357630,1490125,3099460,-178815,1668940,3099460,2324595,2384200,4410770,-59605
50100,178815,357630,-2205385,3099460,-1847755,-655655,1549730,-953680,-298025,894075,-2324595,-3635905,-3099460,-2682225,238420,-1668940,-3576300,-357630,-3278275,-298025,178815,-953680,-1132495,-238420,1192100,-3039855,-2324595,0,357630,-1907360,715260,0,-2503410,59605,-119210,2145780,-3159065,298025,-2026570,655655,-715260,-2920645,59605,-2563015,-1788150,-1072890,-1251705,-1907360,-3457090,-3039855,-3874325,-3814720,-3874325,-2622620,-3516695,-119210,-1907360,-2861040,-3218670,-2205385
50200,178815,-1132495,2264990,6496945,-1251705,-1668940,2980250,-1192100,1847755,2384200,-834470,-655655,-2205385,-238420,238420,-417235,1013285,-298025,1430520,1192100,-596050,2026570,0,4291560,1847755,3993535,-1549730,-1609335,1132495,953680,-1251705,-357630,238420,2086175,238420,2682225,-596050,59605,476840,-238420,2026570,-1668940,715260,-59605,-1907360,-655655,1072890,1668940,-1072890,-1490125,-2443805,-119210,-2861040,-2205385,-1192100,-774865,536445,-59605,-298025,417235
50300,2622620,3159065,3457090,7331415,3039855,3039855,2861040,-1728545,3516695,4410770,417235,178815,2026570,1668940,894075,-238420,3218670,5185635,1251705,5364450,5185635,4231955,4112745,-655655,1907360,3814720,-119210,3814720,5602870,2205385,-59605,1430520,4529980,4053140,2861040,4410770,417235,59605,1013285,2503410,2086175,3695510,4410770,476840,2980250,2741830,3159065,2622620,1728545,1370915,1251705,655655,1430520,-1192100,-357630,3695510,0,2801435,5364450,1430520
50400,0,238420,59605,1966965,-715260,-2145780,-1609335,-5006820,-476840,-357630,715260,-3039855,1549730,-1132495,-655655,-2086175,119210,1847755,2682225,834470,-596050,-1728545,-2980250,-417235,-894075,1132495,1966965,2026570,596050,-1847755,-298025,-536445,-1430520,357630,-834470,-834470,-1609335,-1192100,-357630,-1907360,655655,0,-1251705,-4231955,655655,1847755,-2443805,178815,-953680,-894075,-2205385,178815,-1132495,-1132495,-1788150,476840,-119210,-298025,-178815,-2741830
50500,-1430520,-3397485,-2741830,-5662475,-3039855,-4053140,-1311310,5304845,-2145780,-1192100,-1192100,-3039855,-2086175,-2205385,-1907360,-1668940,-1132495,-1072890,536445,-1668940,-1668940,-2324595,-476840,-655655,-2443805,5245240,-1132495,-3576300,-4112745,-2980250,-3516695,-3218670,-2861040,298025,-3874325,-2086175,-1192100,-3397485,-1251705,-2801435,536445,-2145780,-3397485,-5185635,-238420,-1668940,-4529980,-2443805,-1013285,-3337880,-1251705,1192100,-1311310,-3099460,-2801435,-2145780,-1966965,357630,-3159065,-1311310
50600,-953680,-298025,1072890,-4351165,-119210,-1728545,1072890,7271810,-2026570,1132495,-2145780,-1728545,-1370915,238420,-1668940,953680,-3159065,357630,2741830,2324595,-655655,238420,476840,3695510,-2145780,7152600,-894075,-1847755,715260,-1132495,-2086175,476840,-655655,-1609335,59605,894075,-1788150,59605,1847755,0,-238420,2503410,-2205385,-2622620,1251705,1430520,1668940,-178815,-1966965,-178815,-2205385,-1013285,-1072890,-1907360,-1788150,-2086175,-2205385,-357630,1907360,-2145780
50700,238420,-655655,-298025,1847755,-357630,-2920645,-3039855,4410770,-1788150,-715260,-238420,-4887610,-1490125,-1370915,953680,-2384200,-3516695,536445,-596050,1490125,357630,2622620,-2503410,3576300,1311310,2443805,-3099460,-1370915,59605,-1609335,-2205385,-596050,-1907360,-536445,-655655,-2622620,-894075,-596050,-536445,-1311310,-1549730,-119210,-3755115,-3576300,-2384200,-3993535,-1490125,-1013285,-4112745,-1132495,-1013285,-1430520,-3099460,-1728545,-3099460,-2682225,-4172350,-2563015,-1192100,-357630
50800,3397485,1430520,4887610,894075,2443805,4708795,2920645,-4947215,3933930,5245240,6079710,3457090,4589585,1311310,178815,4291560,3755115,2920645,4470375,5960500,3933930,3874325,4470375,6258525,5543265,1728545,4291560,1728545,3755115,1192100,3337880,1370915,3457090,4589585,2145780,1132495,1668940,2980250,4410770,1966965,2264990,2384200,2503410,1490125,2682225,2264990,1788150,4768400,2205385,1728545,2920645,2741830,-119210,2443805,2980250,3814720,2622620,1966965,3159065,4768400
50900,-2086175,-3695510,-2503410,-7629440,476840,-834470,-2026570,-6139315,-1370915,-1490125,-1847755,-1728545,-3993535,-3695510,1370915,-2026570,894075,0,-2682225,-834470,655655,1490125,-715260,-1072890,-4768400,-11265345,-2622620,-3933930,-2563015,-2682225,-2443805,-3457090,-1907360,-5543265,-2026570,-2324595,-2503410,-2443805,-178815,-1490125,-774865,-1490125,-3218670,-2145780,-2980250,-2264990,-3933930,-1966965,-238420,-1013285,-3576300,-2205385,-5304845,-4291560,-2443805,-1311310,-4410770,-4708795,-5960500,-59605
51000,298025,-2801435,119210,3218670,-1251705,238420,-1549730,-9059960,-1072890,178815,-953680,-2682225,-596050,-894075,-1490125,357630,2145780,3457090,-178815,1609335,2861040,-894075,119210,-298025,-2384200,3695510,2980250,-1072890,834470,774865,1609335,-1072890,2086175,2563015,-1728545,-2205385,596050,-536445,2086175,357630,655655,-2026570,-2622620,-1907360,238420,-834470,-1609335,-834470,-894075,-1072890,-3039855,834470,-1251705,-2324595,715260,596050,-3337880,238420,-3516695,1728545
51100,4410770,3814720,4231955,6496945,1847755,2563015,1192100,14245595,834470,6735365,1847755,5781685,5841290,1788150,1132495,2682225,3933930,4112745,1668940,4529980,5126030,3337880,3159065,6496945,-953680,20265700,2861040,2861040,3933930,2682225,2324595,834470,2264990,4410770,2622620,1311310,4529980,596050,3218670,1013285,2086175,834470,655655,5424055,1788150,5304845,2205385,3755115,-596050,3993535,1013285,3695510,2741830,2264990,3814720,4231955,3218670,3039855,1907360,4589585
51200,2205385,1668940,1251705,-2324595,1609335,-1430520,0,2861040,-1907360,536445,1668940,238420,3635905,-1311310,2682225,834470,4649190,894075,894075,3755115,3397485,-834470,-774865,2861040,-2026570,6318130,1311310,-1966965,-1728545,536445,238420,-2563015,-1430520,1430520,-417235,357630,-655655,59605,178815,-596050,2741830,-774865,953680,1728545,1549730,-655655,774865,-715260,-834470,-1788150,-596050,-1490125,178815,-2682225,-655655,-536445,-2563015,-298025,476840,119210
51300,-7569835,-8523515,-7867860,-13113100,-8106280,-10728900,-7092995,-18298735,-9656010,-8821540,-7689045,-10192455,-7152600,-7808255,-1251705,-7092995,-6139315,-6198920,-9596405,-3933930,-4887610,-7927465,-7212205,-7331415,-6198920,-13113100,-3576300,-7331415,-6198920,-6735365,-9477195,-8046675,-10609690,-8821540,-7331415,-9119565,-8463910,-8523515,-8583120,-7271810,-9357985,-8165885,-7689045,-7748650,-7450625,-8285095,-7689045,-10192455,-7152600,-9417590,-7092995,-8702330,-7808255,-9775220,-8523515,-10013640,-9298380,-7808255,-7808255,-7867860
51400,-2861040,-2384200,-2920645,59605,-3457090,-1668940,476840,-16391375,-3099460,-894075,417235,-1251705,-1490125,-2443805,-2741830,-1668940,-655655,476840,-2741830,-178815,-3695510,536445,-1609335,-3278275,894075,-9656010,-1430520,-2384200,357630,-596050,-1847755,-2443805,-2861040,-4172350,-59605,-1728545,-3039855,-1549730,-894075,-1966965,-2145780,2205385,-2801435,-3457090,-3337880,-1609335,-3278275,-3278275,-2741830,-2026570,536445,-1251705,-1251705,-2622620,-1192100,-2801435,-4351165,-3814720,-1549730,-2801435
51500,-596050,1370915,0,5245240,536445,2324595,4112745,7450625,3337880,834470,1788150,-178815,1370915,3039855,-1728545,-2145780,1430520,-417235,4053140,3099460,238420,3993535,1907360,2205385,3755115,-1609335,2264990,-238420,178815,2145780,2801435,-59605,2264990,-178815,1907360,1788150,-298025,1430520,536445,1728545,2980250,2384200,1072890,1728545,-1013285,1430520,-774865,2980250,-476840,2980250,3397485,2622620,1192100,3039855,2324595,1609335,1490125,298025,178815,3039855
51600,-10669295,-9179170,-11861395,-20325305,-9298380,-9715615,-8225490,-11742185,-9357985,-11503765,-12755470,-10848110,-12338235,-11026925,-2086175,-12040210,-11801790,-10430875,-8404305,-8583120,-10669295,-8285095,-8702330,-8463910,-6735365,-3099460,-9477195,-7987070,-11384555,-11384555,-9715615,-9536800,-10609690,-10490480,-8404305,-10609690,-10252060,-10848110,-11742185,-10132850,-9238775,-11682580,-8702330,-13113100,-11146135,-10728900,-12934285,-9715615,-11980605,-10430875,-10728900,-9715615,-10013640,-10132850,-9298380,-12874680,-9894430,-8702330,-8940750,-10550085
51700,-29325660,-28848820,-29564080,-34868925,-25332125,-29146845,-26047385,-53465685,-29623685,-28550795,-29504475,-26762645,-28968030,-31054205,-1311310,-28431585,-25689755,-26226200,-25451335,-25928175,-27299090,-27001065,-26643435,-27001065,-27895140,-62942880,-28789215,-27060670,-28252770,-30160130,-29564080,-29027635,-27597115,-28670005,-26345410,-26285805,-28550795,-26583830,-30636970,-28848820,-28908425,-29802500,-25868570,-27239485,-30517760,-28670005,-30398550,-29921710,-27597115,-29862105,-28431585,-28312375,-30815785,-28431585,-28133560,-26643435,-27120275,-28908425,-30756180,-30458155
51800,-1192100,-2086175,-715260,-12636260,-417235,-655655,-2205385,-28491190,-1490125,-2682225,-894075,-2443805,-3099460,-1370915,-1251705,-1192100,1430520,-476840,-238420,-59605,-655655,834470,0,953680,-3159065,-36835890,-1549730,417235,-3516695,-417235,-2861040,-1847755,-715260,-3814720,-2980250,-1549730,-1490125,0,-3099460,-2861040,-2563015,-2503410,-298025,-2503410,-4231955,-774865,-476840,-4172350,-1907360,-1311310,-1788150,-59605,-3337880,-2682225,417235,-1668940,-3397485,238420,-2026570,-2622620
51900,7808255,7450625,5960500,-3695510,4708795,8642725,5304845,-3814720,5424055,5781685,5066425,7271810,3278275,5483660,-476840,6198920,6794970,6973785,4947215,6616155,8344700,6496945,9536800,8702330,6735365,-28073955,6914180,6914180,4291560,6139315,5960500,5781685,9596405,5304845,4053140,4291560,5364450,6973785,5722080,5185635,7152600,5781685,5126030,5245240,3635905,4231955,3516695,6914180,5602870,2682225,4947215,4828005,6079710,6020105,7033390,8761935,4947215,4947215,5602870,4529980
52000,9775220,7867860,8881145,12815075,8225490,9238775,7331415,20086885,10252060,8642725,8940750,10013640,8344700,8165885,298025,7510230,9715615,10907715,6854575,8761935,8583120,7092995,13232310,12397840,8881145,-25093705,8702330,8940750,8165885,8821540,9000355,9357985,10669295,10907715,11444160,11026925,9775220,6854575,10430875,7808255,7927465,8523515,8583120,9656010,9775220,8344700,7987070,9179170,11980605,7927465,5662475,8821540,6794970,10550085,8761935,8583120,7927465,8463910,9417590,9357985
52100,6556550,5245240,8523515,9656010,4410770,6437340,5364450,17404660,7450625,6318130,8761935,8344700,9477195,7510230,0,7152600,8344700,7450625,4649190,8821540,7867860,3755115,9238775,9596405,6198920,-6854575,6914180,7867860,5185635,7033390,7689045,6973785,6318130,7808255,8106280,7033390,5722080,7033390,8463910,5662475,5900895,7033390,4589585,4708795,6973785,7331415,6377735,7212205,10728900,8404305,5960500,7748650,6318130,8761935,8046675,3099460,7391020,8046675,9119565,6258525
52200,3635905,1251705,5841290,15676115,3755115,3099460,4470375,20682935,655655,1490125,6258525,5543265,5304845,4291560,1192100,4649190,5662475,9477195,3278275,3576300,6258525,5722080,8046675,4887610,3814720,1966965,6020105,5602870,3576300,3576300,5722080,2980250,2264990,5066425,4231955,4470375,3457090,4291560,4887610,2563015,5960500,3337880,5543265,2563015,3993535,3337880,2741830,4708795,6556550,3576300,3933930,4529980,4828005,3278275,2384200,3635905,4112745,5424055,4470375,3099460
52300,1132495,-1847755,-715260,3099460,59605,-2980250,834470,23961210,-1192100,-2920645,1013285,-476840,-834470,298025,2086175,59605,2503410,4887610,-298025,1966965,774865,-1072890,-59605,0,2026570,-9059960,59605,-1013285,-1549730,-1609335,-357630,-2861040,-1609335,0,178815,238420,-59605,-2145780,3278275,-536445,953680,-1788150,715260,2205385,-596050,-1013285,-1490125,-1966965,-2384200,476840,-1728545,357630,0,-2741830,-1370915,1847755,-298025,-59605,2026570,119210
52400,-1132495,-1609335,-2384200,-2384200,-2503410,-1788150,-4351165,18715970,-2861040,-6020105,-3397485,-3039855,-2920645,-3457090,-298025,-1907360,1370915,-298025,-1788150,1966965,953680,-1788150,-953680,-1609335,-1549730,-14305200,-2205385,-1370915,-3814720,-3278275,-834470,-3874325,-3457090,-1788150,-2384200,-1311310,-1728545,-1072890,-536445,-894075,536445,-3635905,-3695510,119210,-1013285,-59605,-5304845,-5364450,-5722080,-1132495,-4589585,-1490125,-357630,-2443805,-3039855,-774865,-2145780,-1668940,-2205385,-2503410
